ID,rep_ID,phylum,class,order,family,genus,species,strandedness
u9544,u10285,Negarnaviricota,Ellioviricetes,Bunyavirales,Hantaviridae,Orthohantavirus,.,-ssRNA
u9828,u10285,Negarnaviricota,Ellioviricetes,Bunyavirales,Hantaviridae,Orthohantavirus,.,-ssRNA
u9959,u10285,Negarnaviricota,Ellioviricetes,Bunyavirales,Hantaviridae,Orthohantavirus,.,-ssRNA
u10294,u10294,Pisuviricota,Pisoniviricetes,Picornavirales,Picornaviridae,Sapelovirus,Sapelovirus A,+ssRNA
u10584,u10294,Pisuviricota,Pisoniviricetes,Picornavirales,Picornaviridae,Sapelovirus,Sapelovirus A,+ssRNA
u112698,u10294,Pisuviricota,Pisoniviricetes,Picornavirales,Picornaviridae,Sapelovirus,Sapelovirus A,+ssRNA
u129603,u10294,Pisuviricota,Pisoniviricetes,Picornavirales,Picornaviridae,Sapelovirus,Sapelovirus A,+ssRNA
u13559,u10294,Pisuviricota,Pisoniviricetes,Picornavirales,Picornaviridae,Sapelovirus,Sapelovirus A,+ssRNA
u140383,u10294,Pisuviricota,Pisoniviricetes,Picornavirales,Picornaviridae,Sapelovirus,Sapelovirus A,+ssRNA
u14921,u10294,Pisuviricota,Pisoniviricetes,Picornavirales,Picornaviridae,Sapelovirus,Sapelovirus A,+ssRNA
u15913,u10294,Pisuviricota,Pisoniviricetes,Picornavirales,Picornaviridae,Sapelovirus,Sapelovirus A,+ssRNA
u16697,u10294,Pisuviricota,Pisoniviricetes,Picornavirales,Picornaviridae,Sapelovirus,Sapelovirus A,+ssRNA
u17639,u10294,Pisuviricota,Pisoniviricetes,Picornavirales,Picornaviridae,Sapelovirus,Sapelovirus A,+ssRNA
u182079,u10294,Pisuviricota,Pisoniviricetes,Picornavirales,Picornaviridae,Sapelovirus,Sapelovirus A,+ssRNA
u18491,u10294,Pisuviricota,Pisoniviricetes,Picornavirales,Picornaviridae,Sapelovirus,Sapelovirus A,+ssRNA
u185832,u10294,Pisuviricota,Pisoniviricetes,Picornavirales,Picornaviridae,Sapelovirus,Sapelovirus A,+ssRNA
u189188,u10294,Pisuviricota,Pisoniviricetes,Picornavirales,Picornaviridae,Sapelovirus,Sapelovirus A,+ssRNA
u193479,u10294,Pisuviricota,Pisoniviricetes,Picornavirales,Picornaviridae,Sapelovirus,Sapelovirus A,+ssRNA
u19659,u10294,Pisuviricota,Pisoniviricetes,Picornavirales,Picornaviridae,Sapelovirus,Sapelovirus A,+ssRNA
u2048,u10294,Pisuviricota,Pisoniviricetes,Picornavirales,Picornaviridae,Sapelovirus,Sapelovirus A,+ssRNA
u235035,u10294,Pisuviricota,Pisoniviricetes,Picornavirales,Picornaviridae,Sapelovirus,Sapelovirus A,+ssRNA
u23682,u10294,Pisuviricota,Pisoniviricetes,Picornavirales,Picornaviridae,Sapelovirus,Sapelovirus A,+ssRNA
u265368,u10294,Pisuviricota,Pisoniviricetes,Picornavirales,Picornaviridae,Sapelovirus,Sapelovirus A,+ssRNA
u265583,u10294,Pisuviricota,Pisoniviricetes,Picornavirales,Picornaviridae,Sapelovirus,Sapelovirus A,+ssRNA
u265888,u10294,Pisuviricota,Pisoniviricetes,Picornavirales,Picornaviridae,Sapelovirus,Sapelovirus A,+ssRNA
u26996,u10294,Pisuviricota,Pisoniviricetes,Picornavirales,Picornaviridae,Sapelovirus,Sapelovirus A,+ssRNA
u270217,u10294,Pisuviricota,Pisoniviricetes,Picornavirales,Picornaviridae,Sapelovirus,Sapelovirus A,+ssRNA
u27023,u10294,Pisuviricota,Pisoniviricetes,Picornavirales,Picornaviridae,Sapelovirus,Sapelovirus A,+ssRNA
u27028,u10294,Pisuviricota,Pisoniviricetes,Picornavirales,Picornaviridae,Sapelovirus,Sapelovirus A,+ssRNA
u28137,u10294,Pisuviricota,Pisoniviricetes,Picornavirales,Picornaviridae,Sapelovirus,Sapelovirus A,+ssRNA
u291807,u10294,Pisuviricota,Pisoniviricetes,Picornavirales,Picornaviridae,Sapelovirus,Sapelovirus A,+ssRNA
u34257,u10294,Pisuviricota,Pisoniviricetes,Picornavirales,Picornaviridae,Sapelovirus,Sapelovirus A,+ssRNA
u3496,u10294,Pisuviricota,Pisoniviricetes,Picornavirales,Picornaviridae,Sapelovirus,Sapelovirus A,+ssRNA
u3632,u10294,Pisuviricota,Pisoniviricetes,Picornavirales,Picornaviridae,Sapelovirus,Sapelovirus A,+ssRNA
u39214,u10294,Pisuviricota,Pisoniviricetes,Picornavirales,Picornaviridae,Sapelovirus,Sapelovirus A,+ssRNA
u42902,u10294,Pisuviricota,Pisoniviricetes,Picornavirales,Picornaviridae,Sapelovirus,Sapelovirus A,+ssRNA
u45765,u10294,Pisuviricota,Pisoniviricetes,Picornavirales,Picornaviridae,Sapelovirus,Sapelovirus A,+ssRNA
u4668,u10294,Pisuviricota,Pisoniviricetes,Picornavirales,Picornaviridae,Sapelovirus,Sapelovirus A,+ssRNA
u494,u10294,Pisuviricota,Pisoniviricetes,Picornavirales,Picornaviridae,Sapelovirus,Sapelovirus A,+ssRNA
u503,u10294,Pisuviricota,Pisoniviricetes,Picornavirales,Picornaviridae,Sapelovirus,Sapelovirus A,+ssRNA
u6152,u10294,Pisuviricota,Pisoniviricetes,Picornavirales,Picornaviridae,Sapelovirus,Sapelovirus A,+ssRNA
u6418,u10294,Pisuviricota,Pisoniviricetes,Picornavirales,Picornaviridae,Sapelovirus,Sapelovirus A,+ssRNA
u76697,u10294,Pisuviricota,Pisoniviricetes,Picornavirales,Picornaviridae,Sapelovirus,Sapelovirus A,+ssRNA
u8202,u10294,Pisuviricota,Pisoniviricetes,Picornavirales,Picornaviridae,Sapelovirus,Sapelovirus A,+ssRNA
u9788,u10294,Pisuviricota,Pisoniviricetes,Picornavirales,Picornaviridae,Sapelovirus,Sapelovirus A,+ssRNA
u9832,u10294,Pisuviricota,Pisoniviricetes,Picornavirales,Picornaviridae,Sapelovirus,Sapelovirus A,+ssRNA
u10296,u10296,Pisuviricota,Pisoniviricetes,Picornavirales,Caliciviridae,Lagovirus,European brown hare syndrome virus,+ssRNA
u10967,u10296,Pisuviricota,Pisoniviricetes,Picornavirales,Caliciviridae,Lagovirus,European brown hare syndrome virus,+ssRNA
u10991,u10296,Pisuviricota,Pisoniviricetes,Picornavirales,Caliciviridae,Lagovirus,European brown hare syndrome virus,+ssRNA
u1424,u10296,Pisuviricota,Pisoniviricetes,Picornavirales,Caliciviridae,Lagovirus,European brown hare syndrome virus,+ssRNA
u20809,u10296,Pisuviricota,Pisoniviricetes,Picornavirales,Caliciviridae,Lagovirus,European brown hare syndrome virus,+ssRNA
u24885,u10296,Pisuviricota,Pisoniviricetes,Picornavirales,Caliciviridae,Lagovirus,European brown hare syndrome virus,+ssRNA
u5120,u10296,Pisuviricota,Pisoniviricetes,Picornavirales,Caliciviridae,Lagovirus,European brown hare syndrome virus,+ssRNA
u10297,u10297,Pisuviricota,Pisoniviricetes,Picornavirales,Picornaviridae,Enterovirus,Enterovirus G,+ssRNA
u103959,u10297,Pisuviricota,Pisoniviricetes,Picornavirales,Picornaviridae,Enterovirus,Enterovirus G,+ssRNA
u104423,u10297,Pisuviricota,Pisoniviricetes,Picornavirales,Picornaviridae,Enterovirus,Enterovirus G,+ssRNA
u104922,u10297,Pisuviricota,Pisoniviricetes,Picornavirales,Picornaviridae,Enterovirus,Enterovirus G,+ssRNA
u10534,u10297,Pisuviricota,Pisoniviricetes,Picornavirales,Picornaviridae,Enterovirus,Enterovirus G,+ssRNA
u106879,u10297,Pisuviricota,Pisoniviricetes,Picornavirales,Picornaviridae,Enterovirus,Enterovirus G,+ssRNA
u107217,u10297,Pisuviricota,Pisoniviricetes,Picornavirales,Picornaviridae,Enterovirus,Enterovirus G,+ssRNA
u107450,u10297,Pisuviricota,Pisoniviricetes,Picornavirales,Picornaviridae,Enterovirus,Enterovirus G,+ssRNA
u112664,u10297,Pisuviricota,Pisoniviricetes,Picornavirales,Picornaviridae,Enterovirus,Enterovirus G,+ssRNA
u112940,u10297,Pisuviricota,Pisoniviricetes,Picornavirales,Picornaviridae,Enterovirus,Enterovirus G,+ssRNA
u113182,u10297,Pisuviricota,Pisoniviricetes,Picornavirales,Picornaviridae,Enterovirus,Enterovirus G,+ssRNA
u113194,u10297,Pisuviricota,Pisoniviricetes,Picornavirales,Picornaviridae,Enterovirus,Enterovirus G,+ssRNA
u115048,u10297,Pisuviricota,Pisoniviricetes,Picornavirales,Picornaviridae,Enterovirus,Enterovirus G,+ssRNA
u117593,u10297,Pisuviricota,Pisoniviricetes,Picornavirales,Picornaviridae,Enterovirus,Enterovirus G,+ssRNA
u118433,u10297,Pisuviricota,Pisoniviricetes,Picornavirales,Picornaviridae,Enterovirus,Enterovirus G,+ssRNA
u125790,u10297,Pisuviricota,Pisoniviricetes,Picornavirales,Picornaviridae,Enterovirus,Enterovirus G,+ssRNA
u127828,u10297,Pisuviricota,Pisoniviricetes,Picornavirales,Picornaviridae,Enterovirus,Enterovirus G,+ssRNA
u12784,u10297,Pisuviricota,Pisoniviricetes,Picornavirales,Picornaviridae,Enterovirus,Enterovirus G,+ssRNA
u127933,u10297,Pisuviricota,Pisoniviricetes,Picornavirales,Picornaviridae,Enterovirus,Enterovirus G,+ssRNA
u1301,u10297,Pisuviricota,Pisoniviricetes,Picornavirales,Picornaviridae,Enterovirus,Enterovirus G,+ssRNA
u132967,u10297,Pisuviricota,Pisoniviricetes,Picornavirales,Picornaviridae,Enterovirus,Enterovirus G,+ssRNA
u134130,u10297,Pisuviricota,Pisoniviricetes,Picornavirales,Picornaviridae,Enterovirus,Enterovirus G,+ssRNA
u134915,u10297,Pisuviricota,Pisoniviricetes,Picornavirales,Picornaviridae,Enterovirus,Enterovirus G,+ssRNA
u135112,u10297,Pisuviricota,Pisoniviricetes,Picornavirales,Picornaviridae,Enterovirus,Enterovirus G,+ssRNA
u136188,u10297,Pisuviricota,Pisoniviricetes,Picornavirales,Picornaviridae,Enterovirus,Enterovirus G,+ssRNA
u136197,u10297,Pisuviricota,Pisoniviricetes,Picornavirales,Picornaviridae,Enterovirus,Enterovirus G,+ssRNA
u138273,u10297,Pisuviricota,Pisoniviricetes,Picornavirales,Picornaviridae,Enterovirus,Enterovirus G,+ssRNA
u13880,u10297,Pisuviricota,Pisoniviricetes,Picornavirales,Picornaviridae,Enterovirus,Enterovirus G,+ssRNA
u138969,u10297,Pisuviricota,Pisoniviricetes,Picornavirales,Picornaviridae,Enterovirus,Enterovirus G,+ssRNA
u139170,u10297,Pisuviricota,Pisoniviricetes,Picornavirales,Picornaviridae,Enterovirus,Enterovirus G,+ssRNA
u139462,u10297,Pisuviricota,Pisoniviricetes,Picornavirales,Picornaviridae,Enterovirus,Enterovirus G,+ssRNA
u14116,u10297,Pisuviricota,Pisoniviricetes,Picornavirales,Picornaviridae,Enterovirus,Enterovirus G,+ssRNA
u142743,u10297,Pisuviricota,Pisoniviricetes,Picornavirales,Picornaviridae,Enterovirus,Enterovirus G,+ssRNA
u143194,u10297,Pisuviricota,Pisoniviricetes,Picornavirales,Picornaviridae,Enterovirus,Enterovirus G,+ssRNA
u143750,u10297,Pisuviricota,Pisoniviricetes,Picornavirales,Picornaviridae,Enterovirus,Enterovirus G,+ssRNA
u14614,u10297,Pisuviricota,Pisoniviricetes,Picornavirales,Picornaviridae,Enterovirus,Enterovirus G,+ssRNA
u150698,u10297,Pisuviricota,Pisoniviricetes,Picornavirales,Picornaviridae,Enterovirus,Enterovirus G,+ssRNA
u152782,u10297,Pisuviricota,Pisoniviricetes,Picornavirales,Picornaviridae,Enterovirus,Enterovirus G,+ssRNA
u15599,u10297,Pisuviricota,Pisoniviricetes,Picornavirales,Picornaviridae,Enterovirus,Enterovirus G,+ssRNA
u15924,u10297,Pisuviricota,Pisoniviricetes,Picornavirales,Picornaviridae,Enterovirus,Enterovirus G,+ssRNA
u164318,u10297,Pisuviricota,Pisoniviricetes,Picornavirales,Picornaviridae,Enterovirus,Enterovirus G,+ssRNA
u164319,u10297,Pisuviricota,Pisoniviricetes,Picornavirales,Picornaviridae,Enterovirus,Enterovirus G,+ssRNA
u164332,u10297,Pisuviricota,Pisoniviricetes,Picornavirales,Picornaviridae,Enterovirus,Enterovirus G,+ssRNA
u164605,u10297,Pisuviricota,Pisoniviricetes,Picornavirales,Picornaviridae,Enterovirus,Enterovirus G,+ssRNA
u164707,u10297,Pisuviricota,Pisoniviricetes,Picornavirales,Picornaviridae,Enterovirus,Enterovirus G,+ssRNA
u164780,u10297,Pisuviricota,Pisoniviricetes,Picornavirales,Picornaviridae,Enterovirus,Enterovirus G,+ssRNA
u164890,u10297,Pisuviricota,Pisoniviricetes,Picornavirales,Picornaviridae,Enterovirus,Enterovirus G,+ssRNA
u16501,u10297,Pisuviricota,Pisoniviricetes,Picornavirales,Picornaviridae,Enterovirus,Enterovirus G,+ssRNA
u165163,u10297,Pisuviricota,Pisoniviricetes,Picornavirales,Picornaviridae,Enterovirus,Enterovirus G,+ssRNA
u165269,u10297,Pisuviricota,Pisoniviricetes,Picornavirales,Picornaviridae,Enterovirus,Enterovirus G,+ssRNA
u168240,u10297,Pisuviricota,Pisoniviricetes,Picornavirales,Picornaviridae,Enterovirus,Enterovirus G,+ssRNA
u168595,u10297,Pisuviricota,Pisoniviricetes,Picornavirales,Picornaviridae,Enterovirus,Enterovirus G,+ssRNA
u16942,u10297,Pisuviricota,Pisoniviricetes,Picornavirales,Picornaviridae,Enterovirus,Enterovirus G,+ssRNA
u16944,u10297,Pisuviricota,Pisoniviricetes,Picornavirales,Picornaviridae,Enterovirus,Enterovirus G,+ssRNA
u170272,u10297,Pisuviricota,Pisoniviricetes,Picornavirales,Picornaviridae,Enterovirus,Enterovirus G,+ssRNA
u170533,u10297,Pisuviricota,Pisoniviricetes,Picornavirales,Picornaviridae,Enterovirus,Enterovirus G,+ssRNA
u171708,u10297,Pisuviricota,Pisoniviricetes,Picornavirales,Picornaviridae,Enterovirus,Enterovirus G,+ssRNA
u171846,u10297,Pisuviricota,Pisoniviricetes,Picornavirales,Picornaviridae,Enterovirus,Enterovirus G,+ssRNA
u172503,u10297,Pisuviricota,Pisoniviricetes,Picornavirales,Picornaviridae,Enterovirus,Enterovirus G,+ssRNA
u17283,u10297,Pisuviricota,Pisoniviricetes,Picornavirales,Picornaviridae,Enterovirus,Enterovirus G,+ssRNA
u174875,u10297,Pisuviricota,Pisoniviricetes,Picornavirales,Picornaviridae,Enterovirus,Enterovirus G,+ssRNA
u175243,u10297,Pisuviricota,Pisoniviricetes,Picornavirales,Picornaviridae,Enterovirus,Enterovirus G,+ssRNA
u175398,u10297,Pisuviricota,Pisoniviricetes,Picornavirales,Picornaviridae,Enterovirus,Enterovirus G,+ssRNA
u175516,u10297,Pisuviricota,Pisoniviricetes,Picornavirales,Picornaviridae,Enterovirus,Enterovirus G,+ssRNA
u175658,u10297,Pisuviricota,Pisoniviricetes,Picornavirales,Picornaviridae,Enterovirus,Enterovirus G,+ssRNA
u176018,u10297,Pisuviricota,Pisoniviricetes,Picornavirales,Picornaviridae,Enterovirus,Enterovirus G,+ssRNA
u17644,u10297,Pisuviricota,Pisoniviricetes,Picornavirales,Picornaviridae,Enterovirus,Enterovirus G,+ssRNA
u176783,u10297,Pisuviricota,Pisoniviricetes,Picornavirales,Picornaviridae,Enterovirus,Enterovirus G,+ssRNA
u183030,u10297,Pisuviricota,Pisoniviricetes,Picornavirales,Picornaviridae,Enterovirus,Enterovirus G,+ssRNA
u185199,u10297,Pisuviricota,Pisoniviricetes,Picornavirales,Picornaviridae,Enterovirus,Enterovirus G,+ssRNA
u18718,u10297,Pisuviricota,Pisoniviricetes,Picornavirales,Picornaviridae,Enterovirus,Enterovirus G,+ssRNA
u187689,u10297,Pisuviricota,Pisoniviricetes,Picornavirales,Picornaviridae,Enterovirus,Enterovirus G,+ssRNA
u187744,u10297,Pisuviricota,Pisoniviricetes,Picornavirales,Picornaviridae,Enterovirus,Enterovirus G,+ssRNA
u187879,u10297,Pisuviricota,Pisoniviricetes,Picornavirales,Picornaviridae,Enterovirus,Enterovirus G,+ssRNA
u187903,u10297,Pisuviricota,Pisoniviricetes,Picornavirales,Picornaviridae,Enterovirus,Enterovirus G,+ssRNA
u187911,u10297,Pisuviricota,Pisoniviricetes,Picornavirales,Picornaviridae,Enterovirus,Enterovirus G,+ssRNA
u1893,u10297,Pisuviricota,Pisoniviricetes,Picornavirales,Picornaviridae,Enterovirus,Enterovirus G,+ssRNA
u191219,u10297,Pisuviricota,Pisoniviricetes,Picornavirales,Picornaviridae,Enterovirus,Enterovirus G,+ssRNA
u191597,u10297,Pisuviricota,Pisoniviricetes,Picornavirales,Picornaviridae,Enterovirus,Enterovirus G,+ssRNA
u191743,u10297,Pisuviricota,Pisoniviricetes,Picornavirales,Picornaviridae,Enterovirus,Enterovirus G,+ssRNA
u192455,u10297,Pisuviricota,Pisoniviricetes,Picornavirales,Picornaviridae,Enterovirus,Enterovirus G,+ssRNA
u193295,u10297,Pisuviricota,Pisoniviricetes,Picornavirales,Picornaviridae,Enterovirus,Enterovirus G,+ssRNA
u19399,u10297,Pisuviricota,Pisoniviricetes,Picornavirales,Picornaviridae,Enterovirus,Enterovirus G,+ssRNA
u19519,u10297,Pisuviricota,Pisoniviricetes,Picornavirales,Picornaviridae,Enterovirus,Enterovirus G,+ssRNA
u19521,u10297,Pisuviricota,Pisoniviricetes,Picornavirales,Picornaviridae,Enterovirus,Enterovirus G,+ssRNA
u1958,u10297,Pisuviricota,Pisoniviricetes,Picornavirales,Picornaviridae,Enterovirus,Enterovirus G,+ssRNA
u196553,u10297,Pisuviricota,Pisoniviricetes,Picornavirales,Picornaviridae,Enterovirus,Enterovirus G,+ssRNA
u198085,u10297,Pisuviricota,Pisoniviricetes,Picornavirales,Picornaviridae,Enterovirus,Enterovirus G,+ssRNA
u198994,u10297,Pisuviricota,Pisoniviricetes,Picornavirales,Picornaviridae,Enterovirus,Enterovirus G,+ssRNA
u20184,u10297,Pisuviricota,Pisoniviricetes,Picornavirales,Picornaviridae,Enterovirus,Enterovirus G,+ssRNA
u202854,u10297,Pisuviricota,Pisoniviricetes,Picornavirales,Picornaviridae,Enterovirus,Enterovirus G,+ssRNA
u20373,u10297,Pisuviricota,Pisoniviricetes,Picornavirales,Picornaviridae,Enterovirus,Enterovirus G,+ssRNA
u20374,u10297,Pisuviricota,Pisoniviricetes,Picornavirales,Picornaviridae,Enterovirus,Enterovirus G,+ssRNA
u20423,u10297,Pisuviricota,Pisoniviricetes,Picornavirales,Picornaviridae,Enterovirus,Enterovirus G,+ssRNA
u206705,u10297,Pisuviricota,Pisoniviricetes,Picornavirales,Picornaviridae,Enterovirus,Enterovirus G,+ssRNA
u21015,u10297,Pisuviricota,Pisoniviricetes,Picornavirales,Picornaviridae,Enterovirus,Enterovirus G,+ssRNA
u21071,u10297,Pisuviricota,Pisoniviricetes,Picornavirales,Picornaviridae,Enterovirus,Enterovirus G,+ssRNA
u217127,u10297,Pisuviricota,Pisoniviricetes,Picornavirales,Picornaviridae,Enterovirus,Enterovirus G,+ssRNA
u217202,u10297,Pisuviricota,Pisoniviricetes,Picornavirales,Picornaviridae,Enterovirus,Enterovirus G,+ssRNA
u217989,u10297,Pisuviricota,Pisoniviricetes,Picornavirales,Picornaviridae,Enterovirus,Enterovirus G,+ssRNA
u218182,u10297,Pisuviricota,Pisoniviricetes,Picornavirales,Picornaviridae,Enterovirus,Enterovirus G,+ssRNA
u218477,u10297,Pisuviricota,Pisoniviricetes,Picornavirales,Picornaviridae,Enterovirus,Enterovirus G,+ssRNA
u218491,u10297,Pisuviricota,Pisoniviricetes,Picornavirales,Picornaviridae,Enterovirus,Enterovirus G,+ssRNA
u218579,u10297,Pisuviricota,Pisoniviricetes,Picornavirales,Picornaviridae,Enterovirus,Enterovirus G,+ssRNA
u22005,u10297,Pisuviricota,Pisoniviricetes,Picornavirales,Picornaviridae,Enterovirus,Enterovirus G,+ssRNA
u220675,u10297,Pisuviricota,Pisoniviricetes,Picornavirales,Picornaviridae,Enterovirus,Enterovirus G,+ssRNA
u22073,u10297,Pisuviricota,Pisoniviricetes,Picornavirales,Picornaviridae,Enterovirus,Enterovirus G,+ssRNA
u227151,u10297,Pisuviricota,Pisoniviricetes,Picornavirales,Picornaviridae,Enterovirus,Enterovirus G,+ssRNA
u236541,u10297,Pisuviricota,Pisoniviricetes,Picornavirales,Picornaviridae,Enterovirus,Enterovirus G,+ssRNA
u236953,u10297,Pisuviricota,Pisoniviricetes,Picornavirales,Picornaviridae,Enterovirus,Enterovirus G,+ssRNA
u236972,u10297,Pisuviricota,Pisoniviricetes,Picornavirales,Picornaviridae,Enterovirus,Enterovirus G,+ssRNA
u236976,u10297,Pisuviricota,Pisoniviricetes,Picornavirales,Picornaviridae,Enterovirus,Enterovirus G,+ssRNA
u237147,u10297,Pisuviricota,Pisoniviricetes,Picornavirales,Picornaviridae,Enterovirus,Enterovirus G,+ssRNA
u239089,u10297,Pisuviricota,Pisoniviricetes,Picornavirales,Picornaviridae,Enterovirus,Enterovirus G,+ssRNA
u240385,u10297,Pisuviricota,Pisoniviricetes,Picornavirales,Picornaviridae,Enterovirus,Enterovirus G,+ssRNA
u24161,u10297,Pisuviricota,Pisoniviricetes,Picornavirales,Picornaviridae,Enterovirus,Enterovirus G,+ssRNA
u246848,u10297,Pisuviricota,Pisoniviricetes,Picornavirales,Picornaviridae,Enterovirus,Enterovirus G,+ssRNA
u250732,u10297,Pisuviricota,Pisoniviricetes,Picornavirales,Picornaviridae,Enterovirus,Enterovirus G,+ssRNA
u253563,u10297,Pisuviricota,Pisoniviricetes,Picornavirales,Picornaviridae,Enterovirus,Enterovirus G,+ssRNA
u253621,u10297,Pisuviricota,Pisoniviricetes,Picornavirales,Picornaviridae,Enterovirus,Enterovirus G,+ssRNA
u253679,u10297,Pisuviricota,Pisoniviricetes,Picornavirales,Picornaviridae,Enterovirus,Enterovirus G,+ssRNA
u25782,u10297,Pisuviricota,Pisoniviricetes,Picornavirales,Picornaviridae,Enterovirus,Enterovirus G,+ssRNA
u25860,u10297,Pisuviricota,Pisoniviricetes,Picornavirales,Picornaviridae,Enterovirus,Enterovirus G,+ssRNA
u259594,u10297,Pisuviricota,Pisoniviricetes,Picornavirales,Picornaviridae,Enterovirus,Enterovirus G,+ssRNA
u264624,u10297,Pisuviricota,Pisoniviricetes,Picornavirales,Picornaviridae,Enterovirus,Enterovirus G,+ssRNA
u264734,u10297,Pisuviricota,Pisoniviricetes,Picornavirales,Picornaviridae,Enterovirus,Enterovirus G,+ssRNA
u265056,u10297,Pisuviricota,Pisoniviricetes,Picornavirales,Picornaviridae,Enterovirus,Enterovirus G,+ssRNA
u265352,u10297,Pisuviricota,Pisoniviricetes,Picornavirales,Picornaviridae,Enterovirus,Enterovirus G,+ssRNA
u265353,u10297,Pisuviricota,Pisoniviricetes,Picornavirales,Picornaviridae,Enterovirus,Enterovirus G,+ssRNA
u265559,u10297,Pisuviricota,Pisoniviricetes,Picornavirales,Picornaviridae,Enterovirus,Enterovirus G,+ssRNA
u266457,u10297,Pisuviricota,Pisoniviricetes,Picornavirales,Picornaviridae,Enterovirus,Enterovirus G,+ssRNA
u266460,u10297,Pisuviricota,Pisoniviricetes,Picornavirales,Picornaviridae,Enterovirus,Enterovirus G,+ssRNA
u26890,u10297,Pisuviricota,Pisoniviricetes,Picornavirales,Picornaviridae,Enterovirus,Enterovirus G,+ssRNA
u269508,u10297,Pisuviricota,Pisoniviricetes,Picornavirales,Picornaviridae,Enterovirus,Enterovirus G,+ssRNA
u269912,u10297,Pisuviricota,Pisoniviricetes,Picornavirales,Picornaviridae,Enterovirus,Enterovirus G,+ssRNA
u269924,u10297,Pisuviricota,Pisoniviricetes,Picornavirales,Picornaviridae,Enterovirus,Enterovirus G,+ssRNA
u270316,u10297,Pisuviricota,Pisoniviricetes,Picornavirales,Picornaviridae,Enterovirus,Enterovirus G,+ssRNA
u270349,u10297,Pisuviricota,Pisoniviricetes,Picornavirales,Picornaviridae,Enterovirus,Enterovirus G,+ssRNA
u270436,u10297,Pisuviricota,Pisoniviricetes,Picornavirales,Picornaviridae,Enterovirus,Enterovirus G,+ssRNA
u270671,u10297,Pisuviricota,Pisoniviricetes,Picornavirales,Picornaviridae,Enterovirus,Enterovirus G,+ssRNA
u270712,u10297,Pisuviricota,Pisoniviricetes,Picornavirales,Picornaviridae,Enterovirus,Enterovirus G,+ssRNA
u271247,u10297,Pisuviricota,Pisoniviricetes,Picornavirales,Picornaviridae,Enterovirus,Enterovirus G,+ssRNA
u271413,u10297,Pisuviricota,Pisoniviricetes,Picornavirales,Picornaviridae,Enterovirus,Enterovirus G,+ssRNA
u271529,u10297,Pisuviricota,Pisoniviricetes,Picornavirales,Picornaviridae,Enterovirus,Enterovirus G,+ssRNA
u271580,u10297,Pisuviricota,Pisoniviricetes,Picornavirales,Picornaviridae,Enterovirus,Enterovirus G,+ssRNA
u275552,u10297,Pisuviricota,Pisoniviricetes,Picornavirales,Picornaviridae,Enterovirus,Enterovirus G,+ssRNA
u276947,u10297,Pisuviricota,Pisoniviricetes,Picornavirales,Picornaviridae,Enterovirus,Enterovirus G,+ssRNA
u276978,u10297,Pisuviricota,Pisoniviricetes,Picornavirales,Picornaviridae,Enterovirus,Enterovirus G,+ssRNA
u277401,u10297,Pisuviricota,Pisoniviricetes,Picornavirales,Picornaviridae,Enterovirus,Enterovirus G,+ssRNA
u277635,u10297,Pisuviricota,Pisoniviricetes,Picornavirales,Picornaviridae,Enterovirus,Enterovirus G,+ssRNA
u285538,u10297,Pisuviricota,Pisoniviricetes,Picornavirales,Picornaviridae,Enterovirus,Enterovirus G,+ssRNA
u288083,u10297,Pisuviricota,Pisoniviricetes,Picornavirales,Picornaviridae,Enterovirus,Enterovirus G,+ssRNA
u29432,u10297,Pisuviricota,Pisoniviricetes,Picornavirales,Picornaviridae,Enterovirus,Enterovirus G,+ssRNA
u294425,u10297,Pisuviricota,Pisoniviricetes,Picornavirales,Picornaviridae,Enterovirus,Enterovirus G,+ssRNA
u294899,u10297,Pisuviricota,Pisoniviricetes,Picornavirales,Picornaviridae,Enterovirus,Enterovirus G,+ssRNA
u3154,u10297,Pisuviricota,Pisoniviricetes,Picornavirales,Picornaviridae,Enterovirus,Enterovirus G,+ssRNA
u3249,u10297,Pisuviricota,Pisoniviricetes,Picornavirales,Picornaviridae,Enterovirus,Enterovirus G,+ssRNA
u3257,u10297,Pisuviricota,Pisoniviricetes,Picornavirales,Picornaviridae,Enterovirus,Enterovirus G,+ssRNA
u34271,u10297,Pisuviricota,Pisoniviricetes,Picornavirales,Picornaviridae,Enterovirus,Enterovirus G,+ssRNA
u3737,u10297,Pisuviricota,Pisoniviricetes,Picornavirales,Picornaviridae,Enterovirus,Enterovirus G,+ssRNA
u39811,u10297,Pisuviricota,Pisoniviricetes,Picornavirales,Picornaviridae,Enterovirus,Enterovirus G,+ssRNA
u4514,u10297,Pisuviricota,Pisoniviricetes,Picornavirales,Picornaviridae,Enterovirus,Enterovirus G,+ssRNA
u45217,u10297,Pisuviricota,Pisoniviricetes,Picornavirales,Picornaviridae,Enterovirus,Enterovirus G,+ssRNA
u483,u10297,Pisuviricota,Pisoniviricetes,Picornavirales,Picornaviridae,Enterovirus,Enterovirus G,+ssRNA
u4934,u10297,Pisuviricota,Pisoniviricetes,Picornavirales,Picornaviridae,Enterovirus,Enterovirus G,+ssRNA
u49838,u10297,Pisuviricota,Pisoniviricetes,Picornavirales,Picornaviridae,Enterovirus,Enterovirus G,+ssRNA
u4991,u10297,Pisuviricota,Pisoniviricetes,Picornavirales,Picornaviridae,Enterovirus,Enterovirus G,+ssRNA
